from,to,year,relation,land,wvb
Forschungsstation_Zugspitze,Zugspitze,2,place,1,0
Friedrich_Wilhelm_Universitaet_Berlin,Berlin,2,place,1,0
Georg_Rickhey,Gestapo,2,function,1,0
Georg_Rickhey,Mittelwerk_GmbH,2,function,1,0
Georg_Rickhey,Reichsruestungsministerium,2,function,1,0
Georg_Rickhey,Walter_Dornberger,2,function,1,0
Georg_Rickhey,Wernher_von_Braun,2,function,1,0
Georg_Rickhey,V2,2,mission,1,0
Georg_Rickhey,Berlin,2,place,1,0
Georg_Rickhey,Mittelbau_Dora,2,place,1,0
Georg_von_Tiesenhausen,Heeresversuchsanstalt,2,function,1,0
Georg_von_Tiesenhausen,Ingenieurschule_Hamburg,2,function,1,0
Georg_von_Tiesenhausen,Luftwaffe,2,function,1,0
Georg_von_Tiesenhausen,Test_Stand_12,2,mission,1,0
Georg_von_Tiesenhausen,V2,2,mission,1,0
Georg_von_Tiesenhausen,Hamburg,2,place,1,0
Georg_von_Tiesenhausen,Peenemuende,2,place,1,0
Gestapo,Darmstadt,2,place,1,0
Gestapo,Mittelbau_Dora,2,place,1,0
Heeresversuchsanstalt,Ebensee,2,place,1,0
Heeresversuchsanstalt,Koelpinsee,2,place,1,0
Heeresversuchsanstalt,Peenemuende,2,place,1,0
Heereswaffenamt,Berlin,2,place,1,0
Heereswaffenamt,Kummersdorf,2,place,1,0
Heinkel_He_112,Reichsluftfahrtministerium,2,function,1,0
Heinkel_He_112,Kummersdorf,2,place,1,0
Heinkel_He_112,Neuhardenberg,2,place,1,0
Heinrich_Himmler,Heeresversuchsanstalt,2,function,1,0
Heinrich_Himmler,Nationalsozialistische_Deutsche_Arbeiterpartei,2,function,1,0
Heinrich_Himmler,Schutzstaffel,2,function,1,0
Heinrich_Himmler,Peenemuende,2,place,1,0
Hermann_Oberth,Heeresversuchsanstalt,2,function,1,0
Hermann_Oberth,Peenemuende,2,function,1,0
Hermann_Oberth,Reinsdorf,2,place,1,0
Hubertus_Strughold,Deutsche_Akademie_der_Naturforscher_Leopoldina,2,function,1,0
Hubertus_Strughold,Deutsche_Akademie_fuer_Luftfahrtforschung,2,function,1,0
Hubertus_Strughold,Julius_Maximilians_Universitaet_Wuerzburg,2,function,1,0
Hubertus_Strughold,Luftfahrtmedizinisches_Forschungsinstitut,2,function,1,0
Hubertus_Strughold,Luftwaffe,2,function,1,0
Hubertus_Strughold,Reichsluftfahrtministerium,2,function,1,0
Hubertus_Strughold,Zeitschrift_Luftfahrtmedizin,2,function,1,0
Hubertus_Strughold,Berlin,2,place,1,0
Hubertus_Strughold,Halle,2,place,1,0
Hubertus_Strughold,Wuerzburg,2,place,1,0
Ingenieurschule_Hamburg,Hamburg,2,place,1,0
Joachim_Kuettner,Forschungsstation_Zugspitze,2,function,1,0
Joachim_Kuettner,Messerschmitt_AG,2,function,1,0
Joachim_Kuettner,Technische_Hochschule_Darmstadt,2,function,1,0
Joachim_Kuettner,Augsburg,2,place,1,0
Joachim_Kuettner,Darmstadt,2,place,1,0
Joachim_Kuettner,Zugspitze,2,place,1,0
Julius_Maximilians_Universitaet_Wuerzburg,Wuerzburg,2,place,1,0
Klaus_Riedel,Heeresversuchsanstalt,2,function,1,0
Klaus_Riedel,V2,2,function,1,0
Klaus_Riedel,Peenemuende,2,place,1,0
Konrad_Dannenberg,Heeresversuchsanstalt,2,function,1,0
Konrad_Dannenberg,Nationalsozialistische_Deutsche_Arbeiterpartei,2,function,1,0
Konrad_Dannenberg,Peenemuende,2,place,1,0
Konrad_Schaefer,Forschungsinstitut_fuer_Luftfahrtmedizin,2,function,1,0
Konrad_Schaefer,Konzentrationslager_Dachau,2,function,1,0
Konrad_Schaefer,Luftwaffe,2,function,1,0
Konrad_Schaefer,Schering_AG,2,function,1,0
Konrad_Schaefer,Berlin,2,place,1,0
Konrad_Schaefer,Dachau,2,place,1,0
Konrad_Schaefer,Jueterbog,2,place,1,0
Konzentrationslager_Dachau,Dachau,2,place,1,0
Kurt_Debus,Gestapo,2,function,1,0
Kurt_Debus,Schutzstaffel,2,function,1,0
Kurt_Debus,Sturmabteilung,2,function,1,0
Kurt_Debus,Technische_Hochschule_Darmstadt,2,function,1,0
Kurt_Debus,Operation_Backfire,2,mission,1,0
Kurt_Debus,Pruefstand_VII,2,mission,1,0
Kurt_Debus,V2,2,mission,1,0
Kurt_Debus,Darmstadt,2,place,1,0
Kurt_Debus,Peenemuende,2,place,1,0
Ludwig_Maximilians_Universitaet_Muenchen,Muenchen,2,place,1,0
Luftfahrtmedizinisches_Forschungsinstitut,Universitaet_Berlin,2,place,1,0
Luftwaffe,Berlin,2,place,1,0
Luftwaffe,Jueterbog,2,place,1,0
Messerschmitt_AG,Augsburg,2,place,1,0
Mittelwerk_GmbH,Mittelbau_Dora,2,place,1,0
Nationalsozialistische_Deutsche_Arbeiterpartei,Berlin,2,place,1,0
Operation_Backfire,Peenemuende,2,place,1,0
Pruefstand_VII,Peenemuende,2,place,1,0
Reichsluftfahrtministerium,Berlin,2,place,1,0
Reichsruestungsministerium,Berlin,2,place,1,0
Schering_AG,Berlin,2,place,1,0
Schutzstaffel,Berlin,2,place,1,0
Schutzstaffel,Darmstadt,2,place,1,0
Siegfried_Ruff,Aero_Medical_Center,2,function,1,0
Siegfried_Ruff,Deutsche_Akademie_fuer_Luftfahrtforschung,2,function,1,0
Siegfried_Ruff,Deutsche_Versuchsanstalt_fuer_Luftfahrt,2,function,1,0
Siegfried_Ruff,Heidelberg,2,function,1,0
Siegfried_Ruff,Konzentrationslager_Dachau,2,function,1,0
Siegfried_Ruff,Nationalsozialistische_Deutsche_Arbeiterpartei,2,function,1,0
Siegfried_Ruff,Berlin,2,place,1,0
Siegfried_Ruff,Dachau,2,place,1,0
Sturmabteilung,Berlin,2,place,1,0
Sturmabteilung,Darmstadt,2,place,1,0
Technische_Hochschule_Berlin,Berlin,2,place,1,0
Technische_Hochschule_Darmstadt,Darmstadt,2,place,1,0
Technische_Hochschule_Stuttgart,Stuttgart,2,place,1,0
Test_Stand_12,Peenemuende,2,place,1,0
Theodor_Benzinger,Deutsche_Akademie_fuer_Luftfahrtforschung,2,function,1,0
Theodor_Benzinger,Flugmedizinisches_Institut,2,function,1,0
Theodor_Benzinger,Nationalsozialistische_Deutsche_Arbeiterpartei,2,function,1,0
Theodor_Benzinger,Sturmabteilung,2,function,1,0
Theodor_Benzinger,Berlin,2,place,1,0
Theodor_Benzinger,Rechlin,2,place,1,0
Universitaet_Berlin,Berlin,2,place,1,0
V2,Koelpinsee,2,place,1,0
V2,Mittelbau_Dora,2,place,1,0
V2,Peenemuende,2,place,1,0
Verein_fuer_Raumschifffahrt,Berlin,2,place,1,0
Walter_Dornberger,Adolf_Hitler,2,function,1,0
Walter_Dornberger,Heeresversuchsanstalt,2,function,1,0
Walter_Dornberger,Heereswaffenamt,2,function,1,0
Walter_Dornberger,Mittelwerk_GmbH,2,function,1,0
Walter_Dornberger,V2,2,mission,1,0
Walter_Dornberger,Kummersdorf,2,place,1,0
Walter_Dornberger,Mittelbau_Dora,2,place,1,0
Walter_Dornberger,Peenemuende,2,place,1,0
Walter_Dornberger,Peenemuende,2,place,1,0
Walter_Riedel,Heeresversuchsanstalt,2,function,1,0
Walter_Riedel,Heereswaffenamt,2,function,1,0
Walter_Riedel,V2,2,mission,1,0
Walter_Riedel,Ebensee,2,place,1,0
Walter_Riedel,Kummersdorf,2,place,1,0
Walter_Riedel,Peenemuende,2,place,1,0
Wernher_von_Braun,Adolf_Hitler,2,function,1,1
Wernher_von_Braun,Albert_Speer,2,function,1,1
Wernher_von_Braun,Arthur_Rudolph,2,function,1,1
Wernher_von_Braun,Bernhard_Tessmann,2,function,1,1
Wernher_von_Braun,Dieter_Huzel,2,function,1,1
Wernher_von_Braun,Eberhard_Rees,2,function,1,1
Wernher_von_Braun,Erich_Warsitz,2,function,1,1
Wernher_von_Braun,Ernst_Heinkel,2,function,1,1
Wernher_von_Braun,Ernst_Stuhlinger,2,function,1,1
Wernher_von_Braun,Friedrich_Wilhelm_Universitaet_Berlin,2,function,1,1
Wernher_von_Braun,Georg_von_Tiesenhausen,2,function,1,1
Wernher_von_Braun,Heeresversuchsanstalt,2,function,1,1
Wernher_von_Braun,Heinrich_Himmler,2,function,1,1
Wernher_von_Braun,Klaus_Riedel,2,function,1,1
Wernher_von_Braun,Konrad_Dannenberg,2,function,1,1
Wernher_von_Braun,Kurt_Debus,2,function,1,1
Wernher_von_Braun,Mittelwerk_GmbH,2,function,1,1
Wernher_von_Braun,Nationalsozialistische_Deutsche_Arbeiterpartei,2,function,1,1
Wernher_von_Braun,Reichsluftfahrtministerium,2,function,1,1
Wernher_von_Braun,Schutzstaffel,2,function,1,1
Wernher_von_Braun,Walter_Dornberger,2,function,1,1
Wernher_von_Braun,Walter_Riedel,2,function,1,1
Wernher_von_Braun,Aggregat_2,2,mission,1,1
Wernher_von_Braun,Heinkel_He_112,2,mission,1,1
Wernher_von_Braun,V2,2,mission,1,1
Wernher_von_Braun,Berlin,2,place,1,1
Wernher_von_Braun,Borkum,2,place,1,1
Wernher_von_Braun,Fuehrerhauptquartier_Wolfsschanze,2,place,1,1
Wernher_von_Braun,Kummersdorf,2,place,1,1
Wernher_von_Braun,Mittelbau_Dora,2,place,1,1
Wernher_von_Braun,Neuhardenberg,2,place,1,1
Wernher_von_Braun,Oberjoch,2,place,1,1
Wernher_von_Braun,Peenemuende,2,place,1,1
Zeitschrift_Luftfahrtmedizin,Berlin,2,place,1,0
